answer_id,assort_s,assort_is,baseline
1072178,"prune Deletes all stale tracking branches under &lt;name>. rm Remove the remote named &lt;name>. So it might be you hand-edited your config file and this did not occur, or you have privilege problems. I suspected the OP had done something that left their tree in an inconsistent state that caused it to behave a bit strangely, and git gc was required to fix up the left behind cruft. Usually  git branch -rd origin/badbranch is sufficient for nuking a local tracking branch , or git push origin :badbranch for nuking a remote branch, and usually you will never need to call git gc ","You might be needing a cleanup prune Deletes all stale tracking branches under &lt;name>. rm Remove the remote named &lt;name>. All remote tracking branches and configuration settings for the remote             are removed. So it might be you hand-edited your config file and this did not occur, or you have privilege problems. I suspected the OP had done something that left their tree in an inconsistent state that caused it to behave a bit strangely, and git gc was required to fix up the left behind cruft. Usually  git branch -rd origin/badbranch is sufficient for nuking a local tracking branch , or git push origin :badbranch for nuking a remote branch, and usually you will never need to call git gc ","prune Deletes all stale tracking branches under &lt;name>. These stale branches have already been removed from the remote repository referenced by &lt;name>, but are still locally available in ""remotes/&lt;name>"". With --dry-run option, report what branches will be pruned, but do no actually prune them. However, it appears these should have been cleaned up earlier with rm Remove the remote named &lt;name>. If you take a look in the revision logs,  you'll note I suggested more ""correct"" techniques, which for whatever reason didn't want to work on their repository. I suspected the OP had done something that left their tree in an inconsistent state that caused it to behave a bit strangely, and git gc was required to fix up the left behind cruft. Usually  git branch -rd origin/badbranch is sufficient for nuking a local tracking branch , or git push origin :badbranch for nuking a remote branch, and usually you will never need to call git gc "
1749237,"I don't know if this is a bug or not but 1.6 changes this implementation and uses the cached charset: JVM 1.5: JVM 1.6: When you set the file encoding to file.encoding=Latin-1 the next time you call Charset.defaultCharset(), what happens is, because the cached default charset isn't set, it will try to find the appropriate charset for the name Latin-1. This name isn't found, because it's incorrect, and returns the default UTF-8. As for why the IO classes such as OutputStreamWriter return an unexpected result, the implementation of sun.nio.cs.StreamEncoder (witch is used by these IO classes) is different as well for JVM 1.5 and JVM 1.6. The JVM 1.6 implementation is based in the Charset.defaultCharset() method to get the default encoding, if one is not provided to IO classes. JVM 1.6: JVM 1.5: But I agree with the comments. ","Ok. I don't know if this is a bug or not but 1.6 changes this implementation and uses the cached charset: JVM 1.5: JVM 1.6: When you set the file encoding to file.encoding=Latin-1 the next time you call Charset.defaultCharset(), what happens is, because the cached default charset isn't set, it will try to find the appropriate charset for the name Latin-1. This name isn't found, because it's incorrect, and returns the default UTF-8. As for why the IO classes such as OutputStreamWriter return an unexpected result, the implementation of sun.nio.cs.StreamEncoder (witch is used by these IO classes) is different as well for JVM 1.5 and JVM 1.6. The JVM 1.6 implementation is based in the Charset.defaultCharset() method to get the default encoding, if one is not provided to IO classes. The JVM 1.5 implementation uses a different method Converters.getDefaultEncodingName(); to get the default charset. This method uses it's own cache of the default charset that is set upon JVM initialization: JVM 1.6: JVM 1.5: ","Here are my results: (update) Ok. I don't know if this is a bug or not but 1.6 changes this implementation and uses the cached charset: JVM 1.5: JVM 1.6: When you set the file encoding to file.encoding=Latin-1 the next time you call Charset.defaultCharset(), what happens is, because the cached default charset isn't set, it will try to find the appropriate charset for the name Latin-1. This name isn't found, because it's incorrect, and returns the default UTF-8. As for why the IO classes such as OutputStreamWriter return an unexpected result, the implementation of sun.nio.cs.StreamEncoder (witch is used by these IO classes) is different as well for JVM 1.5 and JVM 1.6. The JVM 1.6 implementation is based in the Charset.defaultCharset() method to get the default encoding, if one is not provided to IO classes. JVM 1.6: JVM 1.5: It's an implementation detail. "
206066,"ORA-12154:  TNS:could not resolve the connect identifier specified Cause:    A connection to a database or other service was requested using a connect identifier, and the connect identifier specified could not be resolved into a connect descriptor using one of the naming methods configured. For example, if the type of connect identifier used was a net service name then the net service name could not be found in a naming method repository, or the repository could not be located or reached. Action: If you are using local naming (TNSNAMES.ORA file): Make sure that ""TNSNAMES"" is listed as one of the values of the NAMES.DIRECTORY_PATH parameter in the Oracle Net profile (SQLNET.ORA) Verify that a TNSNAMES.ORA file exists and is in the proper directory and is accessible. Check that the net service name used as the connect identifier exists in the TNSNAMES.ORA file. Make sure there are no syntax errors anywhere in the TNSNAMES.ORA file. If you are using directory naming: Verify that ""LDAP"" is listed as one of the values of the NAMES.DIRETORY_PATH parameter in the Oracle Net profile (SQLNET.ORA). Verify that the LDAP directory server is up and that it is accessible. Verify that the net service name or database name used as the connect identifier is configured in the directory. Verify that the default context being used is correct by specifying a fully qualified net service name or a full LDAP DN as the connect identifier If you are using easy connect naming: Verify that ""EZCONNECT"" is listed as one of the values of the NAMES.DIRETORY_PATH parameter in the Oracle Net profile (SQLNET.ORA). Make sure the host, port and service name specified are correct. Try enclosing the connect identifier in quote marks. ","from http://ora-12154.ora-code.com ORA-12154:  TNS:could not resolve the connect identifier specified Cause:    A connection to a database or other service was requested using a connect identifier, and the connect identifier specified could not be resolved into a connect descriptor using one of the naming methods configured. For example, if the type of connect identifier used was a net service name then the net service name could not be found in a naming method repository, or the repository could not be located or reached. Action: If you are using local naming (TNSNAMES.ORA file): Make sure that ""TNSNAMES"" is listed as one of the values of the NAMES.DIRECTORY_PATH parameter in the Oracle Net profile (SQLNET.ORA) Verify that a TNSNAMES.ORA file exists and is in the proper directory and is accessible. Check that the net service name used as the connect identifier exists in the TNSNAMES.ORA file. Make sure there are no syntax errors anywhere in the TNSNAMES.ORA file. If you are using directory naming: Verify that ""LDAP"" is listed as one of the values of the NAMES.DIRETORY_PATH parameter in the Oracle Net profile (SQLNET.ORA). Verify that the LDAP directory server is up and that it is accessible. Verify that the net service name or database name used as the connect identifier is configured in the directory. Verify that the default context being used is correct by specifying a fully qualified net service name or a full LDAP DN as the connect identifier If you are using easy connect naming: Verify that ""EZCONNECT"" is listed as one of the values of the NAMES.DIRETORY_PATH parameter in the Oracle Net profile (SQLNET.ORA). Make sure the host, port and service name specified are correct. Try enclosing the connect identifier in quote marks. See the Oracle Net Services Administrators Guide or the Oracle operating system specific guide for more information on naming. ","from http://ora-12154.ora-code.com ORA-12154:  TNS:could not resolve the connect identifier specified Cause:    A connection to a database or other service was requested using a connect identifier, and the connect identifier specified could not be resolved into a connect descriptor using one of the naming methods configured. For example, if the type of connect identifier used was a net service name then the net service name could not be found in a naming method repository, or the repository could not be located or reached. Action: If you are using local naming (TNSNAMES.ORA file): Make sure that ""TNSNAMES"" is listed as one of the values of the NAMES.DIRECTORY_PATH parameter in the Oracle Net profile (SQLNET.ORA) Verify that a TNSNAMES.ORA file exists and is in the proper directory and is accessible. Check that the net service name used as the connect identifier exists in the TNSNAMES.ORA file. Make sure there are no syntax errors anywhere in the TNSNAMES.ORA file. Errors in a TNSNAMES.ORA file may make it unusable. If you are using directory naming: Verify that ""LDAP"" is listed as one of the values of the NAMES.DIRETORY_PATH parameter in the Oracle Net profile (SQLNET.ORA). Verify that the LDAP directory server is up and that it is accessible. Verify that the net service name or database name used as the connect identifier is configured in the directory. Verify that the default context being used is correct by specifying a fully qualified net service name or a full LDAP DN as the connect identifier If you are using easy connect naming: Verify that ""EZCONNECT"" is listed as one of the values of the NAMES.DIRETORY_PATH parameter in the Oracle Net profile (SQLNET.ORA). Make sure the host, port and service name specified are correct. Try enclosing the connect identifier in quote marks. See the Oracle Net Services Administrators Guide or the Oracle operating system specific guide for more information on naming. "
2753582,"Since Oracle 9i there are two ways or declaring a directory for use with UTL_FILE. The older way is to set the INIT.ORA parameter UTL_FILE_DIR. The value can like any other PATH variable; it accepts wildcards. The alternative approach is to declare a directory object. Directory objects require the exact file path, and don't accept wildcards. In either case, the oracle OS user must have read and/or write privileges on the OS directory. So we cannot use either approach to expose a directory on our local PC to a process running on a remote database server. The OERR text for this error is pretty clear: ","Since Oracle 9i there are two ways or declaring a directory for use with UTL_FILE. The older way is to set the INIT.ORA parameter UTL_FILE_DIR. The value can like any other PATH variable; it accepts wildcards. Using this approach means passing the directory path... The alternative approach is to declare a directory object. Directory objects require the exact file path, and don't accept wildcards. In this approach we pass the directory object name... In either case, the oracle OS user must have read and/or write privileges on the OS directory. In case it isn't obvious, this means the directory must be visible from the database server. So we cannot use either approach to expose a directory on our local PC to a process running on a remote database server. ","Since Oracle 9i there are two ways or declaring a directory for use with UTL_FILE. The older way is to set the INIT.ORA parameter UTL_FILE_DIR. The value can like any other PATH variable; it accepts wildcards. The alternative approach is to declare a directory object. Directory objects require the exact file path, and don't accept wildcards. In this approach we pass the directory object name... In either case, the oracle OS user must have read and/or write privileges on the OS directory. In case it isn't obvious, this means the directory must be visible from the database server. So we cannot use either approach to expose a directory on our local PC to a process running on a remote database server. If the oracle OS user does not have the appropriate privileges on the OS directory, or if the path specified in the database does not match to an actual path, the program will hurl this exception: The OERR text for this error is pretty clear: "
2876684,"My site is managed through DotNetPanel. It has 3 security options for virtual directories: Enable Integrated Windows Authentication Setting However, using this binding worked: BIGBLOCK ","Custom UserNamePasswordValidator (no need for a Windows account, SQLServer or ActiveDirectory -- your UserNamePasswordValidator could have username &amp; password hardcoded, or read it from a text file, MySQL or whatever). IIS7 My site is managed through DotNetPanel. It has 3 security options for virtual directories: Allow Anonymous Access Enable Integrated Windows Authentication However, using this binding worked: BIGBLOCK ","Custom UserNamePasswordValidator (no need for a Windows account, SQLServer or ActiveDirectory -- your UserNamePasswordValidator could have username &amp; password hardcoded, or read it from a text file, MySQL or whatever). My site is managed through DotNetPanel. It has 3 security options for virtual directories: Enable Integrated Windows Authentication Only ""Allow Anonymous Access"" is needed (although, that, by itself wasn't enough). BIGBLOCK Didn't make a difference in my case. However, using this binding worked: BIGBLOCK "
1745709,"Semantical Difference: FirstOrDefault returns a first item of potentially multiple (or default if none exists). SingleOrDefault assumes that there is a single item and returns it (or default if none exists). Performance Difference FirstOrDefault is usually faster, it iterates until it finds the element and only has to iterate the whole enumerable when it doesn't find it. In many cases, there is a high probability to find an item. Conclusion Use FirstOrDefault if you don't care how many items there are or when you can't afford checking uniqueness (e.g. in a very large collection). Use SingleOrDefault if you don't have to care about performance too much and want to make sure that the assumption of a single item is clear to the reader and checked at runtime. In practice, you use First / FirstOrDefault often even in cases when you assume a single item, to improve performance. ","a semantical difference Semantical Difference: FirstOrDefault returns a first item of potentially multiple (or default if none exists). SingleOrDefault assumes that there is a single item and returns it (or default if none exists). Performance Difference FirstOrDefault is usually faster, it iterates until it finds the element and only has to iterate the whole enumerable when it doesn't find it. In many cases, there is a high probability to find an item. SingleOrDefault needs to check if there is only one element and therefore always iterates the whole enumerable. Conclusion Use FirstOrDefault if you don't care how many items there are or when you can't afford checking uniqueness (e.g. Use SingleOrDefault if you don't have to care about performance too much and want to make sure that the assumption of a single item is clear to the reader and checked at runtime. In practice, you use First / FirstOrDefault often even in cases when you assume a single item, to improve performance. You should still remember that Single / SingleOrDefault can improve readability (because it states the assumption of a single item) and stability (because it checks it) and use it appropriately. ","a semantical difference a performance difference Semantical Difference: FirstOrDefault returns a first item of potentially multiple (or default if none exists). SingleOrDefault assumes that there is a single item and returns it (or default if none exists). Performance Difference FirstOrDefault is usually faster, it iterates until it finds the element and only has to iterate the whole enumerable when it doesn't find it. In many cases, there is a high probability to find an item. SingleOrDefault needs to check if there is only one element and therefore always iterates the whole enumerable. Conclusion Use FirstOrDefault if you don't care how many items there are or when you can't afford checking uniqueness (e.g. in a very large collection). Use SingleOrDefault if you don't have to care about performance too much and want to make sure that the assumption of a single item is clear to the reader and checked at runtime. In practice, you use First / FirstOrDefault often even in cases when you assume a single item, to improve performance. "
2125045,"A common misunderstanding among starters is that they think that the call of a forward(), sendRedirect(), or sendError() would magically exit and ""jump"" out of the method block, hereby ignoring the remnant of the code. If the if statement calls a forward() and you're afterwards calling sendRedirect() or sendError(), then below exception will be thrown: java.lang.IllegalStateException: Cannot call sendRedirect() after the response has been committed To fix this, you need either to add a return; statement afterwards BIGBLOCK ... or to introduce an else block. BIGBLOCK To naildown the root cause in your code, just search for any line which calls a forward(), sendRedirect() or sendError() without exiting the method block or skipping the remnant of the code. Another probable cause is that the servlet writes to the response while a forward() will be called, or has been called in the very same method. Solution is obvious, just don't write to the response in the servlet. See also: ","A common misunderstanding among starters is that they think that the call of a forward(), sendRedirect(), or sendError() would magically exit and ""jump"" out of the method block, hereby ignoring the remnant of the code. If the if statement calls a forward() and you're afterwards calling sendRedirect() or sendError(), then below exception will be thrown: java.lang.IllegalStateException: Cannot call sendRedirect() after the response has been committed To fix this, you need either to add a return; statement afterwards BIGBLOCK ... or to introduce an else block. BIGBLOCK To naildown the root cause in your code, just search for any line which calls a forward(), sendRedirect() or sendError() without exiting the method block or skipping the remnant of the code. This can be inside the same servlet before the particular code line, but also in any servlet or filter which was been called before the particular servlet. Another probable cause is that the servlet writes to the response while a forward() will be called, or has been called in the very same method. BIGBLOCK Solution is obvious, just don't write to the response in the servlet. That's the responsibility of the JSP. ","A common misunderstanding among starters is that they think that the call of a forward(), sendRedirect(), or sendError() would magically exit and ""jump"" out of the method block, hereby ignoring the remnant of the code. If the if statement calls a forward() and you're afterwards calling sendRedirect() or sendError(), then below exception will be thrown: java.lang.IllegalStateException: Cannot call sendRedirect() after the response has been committed To fix this, you need either to add a return; statement afterwards BIGBLOCK ... or to introduce an else block. BIGBLOCK To naildown the root cause in your code, just search for any line which calls a forward(), sendRedirect() or sendError() without exiting the method block or skipping the remnant of the code. Another probable cause is that the servlet writes to the response while a forward() will be called, or has been called in the very same method. The response buffer size defaults in most server to 2KB, so if you write more than 2KB to it, then it will be committed and forward() will fail the same way: java.lang.IllegalStateException: Cannot forward after response has been committed Solution is obvious, just don't write to the response in the servlet. See also: Unrelated to your concrete problem, your JDBC code is leaking resources. "
21656,"Try this: BIGBLOCK By the way, there is another bug in your code. Did you ever try to run it on an empty file? The behaviour you get is for the exact same reason. ","Grab 10 You grabbed 30, then carried on to check for EOF. Try this: BIGBLOCK By the way, there is another bug in your code. Did you ever try to run it on an empty file? The behaviour you get is for the exact same reason. ","Grab 10 Grab 30 You haven't reached EOF because the EOF mark hasn't been read yet (""binarically"" speaking, its conceptual location is just after the 30 line). x is still 30 from previous iteration. Try this: BIGBLOCK By the way, there is another bug in your code. Did you ever try to run it on an empty file? "
295590,"And then I remember, there was this function circling around the 'net from the Quake Source code: BIGBLOCK Which basically calculates a square root, using Newton's approximation function (cant remember the exact name). It should be usable and might even be faster, it's from one of the phenomenal id software's game! I originally found it at: http://www.codemaestro.com/reviews/9 This should be faster because it reduces the number of division operations done in naive square rooting down to a simple divide by 2 (actually a * 0.5F multiply operation) and replace it with a few fixed number of multiplication operations instead. ","And then I remember, there was this function circling around the 'net from the Quake Source code: BIGBLOCK Which basically calculates a square root, using Newton's approximation function (cant remember the exact name). It should be usable and might even be faster, it's from one of the phenomenal id software's game! I originally found it at: http://www.codemaestro.com/reviews/9 Newton's method explained at wikipedia: http://en.wikipedia.org/wiki/Newton%27s_method In Quake's case, one iteration is ""good enough"", but if it wasn't for you... then you could add as much iteration as you need. This should be faster because it reduces the number of division operations done in naive square rooting down to a simple divide by 2 (actually a * 0.5F multiply operation) and replace it with a few fixed number of multiplication operations instead. ","And then I remember, there was this function circling around the 'net from the Quake Source code: BIGBLOCK Which basically calculates a square root, using Newton's approximation function (cant remember the exact name). It should be usable and might even be faster, it's from one of the phenomenal id software's game! I originally found it at: http://www.codemaestro.com/reviews/9 You can follow the link for more explanation of how it works, but if you don't care much, then this is roughly what I remember from reading the blog and from taking the Numerical Analysis course: the 0x5f3759df - (i &gt;&gt; 1); line is a pre-calculated seed value for the approximation function. the * (float*) &amp;i converts the value back to floating point. This should be faster because it reduces the number of division operations done in naive square rooting down to a simple divide by 2 (actually a * 0.5F multiply operation) and replace it with a few fixed number of multiplication operations instead. "
424936,"I figured out a method that works ~35% faster than your 6bits+Carmack+sqrt code, at least with my CPU (x86) and programming language (C/C++). First, filter out obvious answers. This includes negative numbers and looking at the last 4 bits. Next, check if it's a square modulo 255 = 3 * 5 * 17. Because that's a product of three distinct primes, only about 1/8 of the residues mod 255 are squares. More code can reduce it farther. Finally, try to compute the square root using a method similar to Hensel's lemma. Complete, tested code follows, including the precomputed tables. BIGBLOCK ","I figured out a method that works ~35% faster than your 6bits+Carmack+sqrt code, at least with my CPU (x86) and programming language (C/C++). First, filter out obvious answers. This includes negative numbers and looking at the last 4 bits. Next, check if it's a square modulo 255 = 3 * 5 * 17. Because that's a product of three distinct primes, only about 1/8 of the residues mod 255 are squares. Finally, try to compute the square root using a method similar to Hensel's lemma. (I don't think it's applicable directly, but it works with some modifications.) At the end, r and t/2-r will be square roots of x modulo t/2. This allows me to skip t values that wouldn't have affected the value of r anyway. Complete, tested code follows, including the precomputed tables. BIGBLOCK ","I figured out a method that works ~35% faster than your 6bits+Carmack+sqrt code, at least with my CPU (x86) and programming language (C/C++). First, filter out obvious answers. This includes negative numbers and looking at the last 4 bits. (I found looking at the last six didn't help.) I also answer yes for 0. Next, check if it's a square modulo 255 = 3 * 5 * 17. Because that's a product of three distinct primes, only about 1/8 of the residues mod 255 are squares. Finally, try to compute the square root using a method similar to Hensel's lemma. BIGBLOCK The precomputed start value in my case picks out the ""smallest positive"" square root modulo 8192. Complete, tested code follows, including the precomputed tables. BIGBLOCK "
634494,"The sqrt call is not perfectly accurate, as has been mentioned, but it's interesting and instructive that it doesn't blow away the other answers in terms of speed. So why is it slow? Because Java is actually calling a C routine through JNI, and it's actually slower to do so than to call a Java subroutine, which itself is slower than doing it inline. Oh well. In C++, I suspect all the complex alternatives would lose on speed, but I haven't checked them all.What I did, and what Java people will find usefull, is a simple hack, an extension of the special case testing suggested by A. Rex. ","The sqrt call is not perfectly accurate, as has been mentioned, but it's interesting and instructive that it doesn't blow away the other answers in terms of speed. So why is it slow? Because Java is actually calling a C routine through JNI, and it's actually slower to do so than to call a Java subroutine, which itself is slower than doing it inline. This is very annoying, and Java should have come up with a better solution, ie building in floating point library calls if necessary. In C++, I suspect all the complex alternatives would lose on speed, but I haven't checked them all.What I did, and what Java people will find usefull, is a simple hack, an extension of the special case testing suggested by A. Rex. BIGBLOCK The routine isPerfectSquare5 runs in about 1/3 the time on my core2 duo machine. ","The sqrt call is not perfectly accurate, as has been mentioned, but it's interesting and instructive that it doesn't blow away the other answers in terms of speed. After all, the sequence of assembly language instructions for a sqrt is tiny. So why is it slow? Because Java is actually calling a C routine through JNI, and it's actually slower to do so than to call a Java subroutine, which itself is slower than doing it inline. This is very annoying, and Java should have come up with a better solution, ie building in floating point library calls if necessary. Oh well. In C++, I suspect all the complex alternatives would lose on speed, but I haven't checked them all.What I did, and what Java people will find usefull, is a simple hack, an extension of the special case testing suggested by A. Rex. The init2 routine is called once to initialize the static values of pp1 and pp2.Note that in my implementation in C++, I'm using unsigned long long, so since you're signed, you'd have to use the >>> operator. "
331555,"To avoid this error you could either: Load the assembly dynamically, or Sign the third-party assembly. The basic principle to sign a thirp-party is to Disassemble the assembly using ildasm.exe and save the intermediate language (IL): BIGBLOCK Rebuild and sign the assembly: BIGBLOCK The above steps work fine unless your third-party assembly (A.dll) references another library (B.dll) which also has to be signed. The fix to this issue is to patch the IL file generated in step 1 above. ","To avoid this error you could either: Load the assembly dynamically, or Sign the third-party assembly. Disassemble the assembly using ildasm.exe and save the intermediate language (IL): BIGBLOCK Rebuild and sign the assembly: BIGBLOCK The above steps work fine unless your third-party assembly (A.dll) references another library (B.dll) which also has to be signed. The fix to this issue is to patch the IL file generated in step 1 above. The last line contains the public key token. You then have to search the IL of A.dll for the reference to B.dll and add the token as follows: BIGBLOCK ","To avoid this error you could either: Load the assembly dynamically, or Sign the third-party assembly. You will find instructions on signing third-party assemblies in .NET-fu: Signing an Unsigned Assembly (Without Delay Signing). Disassemble the assembly using ildasm.exe and save the intermediate language (IL): BIGBLOCK Rebuild and sign the assembly: BIGBLOCK Fixing Additional References The above steps work fine unless your third-party assembly (A.dll) references another library (B.dll) which also has to be signed. The fix to this issue is to patch the IL file generated in step 1 above. You will need to add the public key token of B.dll to the reference. BIGBLOCK "
2985169,  java.net.ConnectException: Connection refused I'm quoting from this answer which also contains a step-by-step MySQL+JDBC tutorial: ,"So, you have a I'm quoting from this answer which also contains a step-by-step MySQL+JDBC tutorial:   DB server has run out of connections.   Start the DB. ",  java.net.ConnectException: Connection refused I'm quoting from this answer which also contains a step-by-step MySQL+JDBC tutorial: If you get a SQLException: Connection refused or Connection timed out or a MySQL specific   Verify if mysqld is started without the --skip-networking option. See also: 
2965783,"Just read the JavaDoc for the asList method: The type of the resulting list is Arrays.ArrayList, which is a private class inside Arrays.class. ","Just read the JavaDoc for the asList method:   unsupported, but the elements can be EDIT And because an array is not resizeable, remove and add operation must be unsupported. ","Just read the JavaDoc for the asList method:   i.e. adding and removing are   unsupported, but the elements can be Setting an element modifies the "
